"cue","target","link"
"alligator","alligator",0
"animal","alligator",0
"ant","alligator",0
"bear","alligator",0
"bee","alligator",0
"bird","alligator",0
"bug","alligator",0
"bunny","alligator",0
"butterfly","alligator",0
"cat","alligator",0
"chicken","alligator",0
"cow","alligator",0
"deer","alligator",0
"dog","alligator",0
"donkey","alligator",0
"duck","alligator",0
"elephant","alligator",0
"fish","alligator",0
"frog","alligator",0
"giraffe","alligator",0
"goose","alligator",0
"hen","alligator",0
"horse","alligator",0
"kitty","alligator",0
"lamb","alligator",0
"lion","alligator",0
"monkey","alligator",0
"moose","alligator",0
"mouse","alligator",0
"owl","alligator",0
"penguin","alligator",0
"pig","alligator",0
"pony","alligator",0
"puppy","alligator",0
"rooster","alligator",0
"sheep","alligator",0
"squirrel","alligator",0
"teddybear","alligator",0
"tiger","alligator",0
"turkey","alligator",0
"turtle","alligator",0
"wolf","alligator",0
"zebra","alligator",0
"airplane","alligator",0
"bicycle","alligator",0
"boat","alligator",0
"bus","alligator",0
"car","alligator",0
"firetruck","alligator",0
"helicopter","alligator",0
"motorcycle","alligator",0
"sled","alligator",0
"stroller","alligator",0
"tractor","alligator",0
"train","alligator",0
"tricycle","alligator",0
"truck","alligator",0
"ball","alligator",0
"balloon","alligator",0
"bat","alligator",0
"block","alligator",0
"book","alligator",0
"bubbles","alligator",0
"chalk","alligator",0
"crayon","alligator",0
"doll","alligator",0
"game","alligator",0
"glue","alligator",0
"pen","alligator",0
"pencil","alligator",0
"play dough","alligator",0
"present","alligator",0
"puzzle","alligator",0
"story","alligator",0
"toy","alligator",0
"apple","alligator",0
"applesauce","alligator",0
"banana","alligator",0
"beans","alligator",0
"bread","alligator",0
"butter","alligator",0
"cake","alligator",0
"candy","alligator",0
"carrots","alligator",0
"cereal","alligator",0
"cheerios","alligator",0
"cheese","alligator",0
"chicken","alligator",0
"chocolate","alligator",0
"coffee","alligator",0
"coke","alligator",0
"cookie","alligator",0
"corn","alligator",0
"cracker","alligator",0
"donut","alligator",0
"drink","alligator",0
"egg","alligator",0
"fish","alligator",0
"food","alligator",0
"french fries","alligator",0
"grapes","alligator",0
"green beans","alligator",0
"gum","alligator",0
"hamburger","alligator",0
"ice","alligator",0
"ice cream","alligator",0
"jello","alligator",0
"jelly","alligator",0
"juice","alligator",0
"lollipop","alligator",0
"meat","alligator",0
"melon","alligator",0
"milk","alligator",0
"muffin","alligator",0
"noodles","alligator",0
"nuts","alligator",0
"orange","alligator",0
"pancake","alligator",0
"peas","alligator",0
"peanut butter","alligator",0
"pickle","alligator",0
"pizza","alligator",0
"popcorn","alligator",0
"popsicle","alligator",0
"potato chip","alligator",0
"potato","alligator",0
"pretzel","alligator",0
"pudding","alligator",0
"pumpkin","alligator",0
"raisin","alligator",0
"salt","alligator",0
"sandwich","alligator",0
"sauce","alligator",0
"soda","alligator",0
"soup","alligator",0
"spaghetti","alligator",0
"strawberry","alligator",0
"toast","alligator",0
"tuna","alligator",0
"vanilla","alligator",0
"vitamins","alligator",0
"water","alligator",0
"yogurt","alligator",0
"beads","alligator",0
"belt","alligator",0
"bib","alligator",0
"boots","alligator",0
"button","alligator",0
"coat","alligator",0
"diaper","alligator",0
"dress","alligator",0
"gloves","alligator",0
"hat","alligator",0
"jacket","alligator",0
"jeans","alligator",0
"mittens","alligator",0
"necklace","alligator",0
"pajamas","alligator",0
"pants","alligator",0
"scarf","alligator",0
"shirt","alligator",0
"shoe","alligator",0
"shorts","alligator",0
"slipper","alligator",0
"sneaker","alligator",0
"snowsuit","alligator",0
"sock","alligator",0
"sweater","alligator",0
"tights","alligator",0
"underpants","alligator",0
"zipper","alligator",0
"ankle","alligator",0
"arm","alligator",0
"belly button","alligator",0
"buttocks","alligator",0
"cheek","alligator",0
"chin","alligator",0
"ear","alligator",0
"eye","alligator",0
"face","alligator",0
"finger","alligator",0
"foot","alligator",0
"hair","alligator",0
"hand","alligator",0
"head","alligator",0
"knee","alligator",0
"leg","alligator",0
"lips","alligator",0
"mouth","alligator",0
"nose","alligator",0
"owie","alligator",0
"penis","alligator",0
"shoulder","alligator",0
"toe","alligator",0
"tongue","alligator",0
"tooth","alligator",0
"tummy","alligator",0
"vagina","alligator",0
"basket","alligator",0
"blanket","alligator",0
"bottle","alligator",0
"bowl","alligator",0
"box","alligator",0
"broom","alligator",0
"brush","alligator",0
"bucket","alligator",0
"camera","alligator",0
"can","alligator",0
"clock","alligator",0
"comb","alligator",0
"cup","alligator",0
"dish","alligator",0
"fork","alligator",0
"garbage","alligator",0
"glass","alligator",0
"glasses","alligator",0
"hammer","alligator",0
"jar","alligator",0
"keys","alligator",0
"knife","alligator",0
"lamp","alligator",0
"light","alligator",0
"medicine","alligator",0
"money","alligator",0
"mop","alligator",0
"nail","alligator",0
"napkin","alligator",0
"paper","alligator",0
"penny","alligator",0
"picture","alligator",0
"pillow","alligator",0
"plant","alligator",0
"plate","alligator",0
"purse","alligator",0
"radio","alligator",0
"scissors","alligator",0
"soap","alligator",0
"spoon","alligator",0
"tape","alligator",0
"telephone","alligator",0
"tissue","alligator",0
"toothbrush","alligator",0
"towel","alligator",0
"trash","alligator",0
"tray","alligator",0
"vacuum","alligator",0
"walker","alligator",0
"watch","alligator",0
"basement","alligator",0
"bathroom","alligator",0
"bathtub","alligator",0
"bed","alligator",0
"bedroom","alligator",0
"bench","alligator",0
"chair","alligator",0
"closet","alligator",0
"couch","alligator",0
"crib","alligator",0
"door","alligator",0
"drawer","alligator",0
"dryer","alligator",0
"garage","alligator",0
"high chair","alligator",0
"kitchen","alligator",0
"living room","alligator",0
"oven","alligator",0
"play pen","alligator",0
"porch","alligator",0
"potty","alligator",0
"rocking chair","alligator",0
"refrigerator","alligator",0
"room","alligator",0
"shower","alligator",0
"sink","alligator",0
"sofa","alligator",0
"stairs","alligator",0
"stove","alligator",0
"table","alligator",0
"TV","alligator",0
"window","alligator",0
"washing machine","alligator",0
"backyard","alligator",0
"cloud","alligator",0
"flag","alligator",0
"flower","alligator",0
"garden","alligator",0
"grass","alligator",0
"hose","alligator",0
"ladder","alligator",0
"lawn mower","alligator",0
"moon","alligator",0
"pool","alligator",0
"rain","alligator",0
"rock","alligator",0
"roof","alligator",0
"sandbox","alligator",0
"shovel","alligator",0
"sidewalk","alligator",0
"sky","alligator",0
"slide","alligator",0
"snow","alligator",0
"snowman","alligator",0
"sprinkler","alligator",0
"star","alligator",0
"stick","alligator",0
"stone","alligator",0
"street","alligator",0
"sun","alligator",0
"swing","alligator",0
"tree","alligator",0
"water","alligator",0
"wind","alligator",0
"alligator","animal",1
"animal","animal",0
"ant","animal",0
"bear","animal",1
"bee","animal",0
"bird","animal",1
"bug","animal",0
"bunny","animal",1
"butterfly","animal",0
"cat","animal",0
"chicken","animal",0
"cow","animal",1
"deer","animal",1
"dog","animal",1
"donkey","animal",1
"duck","animal",1
"elephant","animal",1
"fish","animal",0
"frog","animal",1
"giraffe","animal",1
"goose","animal",1
"hen","animal",0
"horse","animal",1
"kitty","animal",0
"lamb","animal",1
"lion","animal",1
"monkey","animal",1
"moose","animal",1
"mouse","animal",0
"owl","animal",1
"penguin","animal",1
"pig","animal",1
"pony","animal",0
"puppy","animal",0
"rooster","animal",0
"sheep","animal",1
"squirrel","animal",1
"teddybear","animal",0
"tiger","animal",1
"turkey","animal",0
"turtle","animal",1
"wolf","animal",1
"zebra","animal",1
"airplane","animal",0
"bicycle","animal",0
"boat","animal",0
"bus","animal",0
"car","animal",0
"firetruck","animal",0
"helicopter","animal",0
"motorcycle","animal",0
"sled","animal",0
"stroller","animal",0
"tractor","animal",0
"train","animal",0
"tricycle","animal",0
"truck","animal",0
"ball","animal",0
"balloon","animal",0
"bat","animal",1
"block","animal",0
"book","animal",0
"bubbles","animal",0
"chalk","animal",0
"crayon","animal",0
"doll","animal",0
"game","animal",0
"glue","animal",0
"pen","animal",0
"pencil","animal",0
"play dough","animal",0
"present","animal",0
"puzzle","animal",0
"story","animal",0
"toy","animal",0
"apple","animal",0
"applesauce","animal",0
"banana","animal",0
"beans","animal",0
"bread","animal",0
"butter","animal",0
"cake","animal",0
"candy","animal",0
"carrots","animal",0
"cereal","animal",0
"cheerios","animal",0
"cheese","animal",0
"chicken","animal",0
"chocolate","animal",0
"coffee","animal",0
"coke","animal",0
"cookie","animal",0
"corn","animal",0
"cracker","animal",0
"donut","animal",0
"drink","animal",0
"egg","animal",0
"fish","animal",0
"food","animal",0
"french fries","animal",0
"grapes","animal",0
"green beans","animal",0
"gum","animal",0
"hamburger","animal",0
"ice","animal",0
"ice cream","animal",0
"jello","animal",0
"jelly","animal",0
"juice","animal",0
"lollipop","animal",0
"meat","animal",0
"melon","animal",0
"milk","animal",0
"muffin","animal",0
"noodles","animal",0
"nuts","animal",0
"orange","animal",0
"pancake","animal",0
"peas","animal",0
"peanut butter","animal",0
"pickle","animal",0
"pizza","animal",0
"popcorn","animal",0
"popsicle","animal",0
"potato chip","animal",0
"potato","animal",0
"pretzel","animal",0
"pudding","animal",0
"pumpkin","animal",0
"raisin","animal",0
"salt","animal",0
"sandwich","animal",0
"sauce","animal",0
"soda","animal",0
"soup","animal",0
"spaghetti","animal",0
"strawberry","animal",0
"toast","animal",0
"tuna","animal",0
"vanilla","animal",0
"vitamins","animal",0
"water","animal",0
"yogurt","animal",0
"beads","animal",0
"belt","animal",0
"bib","animal",0
"boots","animal",0
"button","animal",0
"coat","animal",0
"diaper","animal",0
"dress","animal",0
"gloves","animal",0
"hat","animal",0
"jacket","animal",0
"jeans","animal",0
"mittens","animal",0
"necklace","animal",0
"pajamas","animal",0
"pants","animal",0
"scarf","animal",0
"shirt","animal",0
"shoe","animal",0
"shorts","animal",0
"slipper","animal",0
"sneaker","animal",0
"snowsuit","animal",0
"sock","animal",0
"sweater","animal",0
"tights","animal",0
"underpants","animal",0
"zipper","animal",0
"ankle","animal",0
"arm","animal",0
"belly button","animal",0
"buttocks","animal",0
"cheek","animal",0
"chin","animal",0
"ear","animal",0
"eye","animal",0
"face","animal",0
"finger","animal",0
"foot","animal",0
"hair","animal",0
"hand","animal",0
"head","animal",0
"knee","animal",0
"leg","animal",0
"lips","animal",0
"mouth","animal",0
"nose","animal",0
"owie","animal",0
"penis","animal",0
"shoulder","animal",0
"toe","animal",0
"tongue","animal",0
"tooth","animal",0
"tummy","animal",0
"vagina","animal",0
"basket","animal",0
"blanket","animal",0
"bottle","animal",0
"bowl","animal",0
"box","animal",0
"broom","animal",0
"brush","animal",0
"bucket","animal",0
"camera","animal",0
"can","animal",0
"clock","animal",0
"comb","animal",0
"cup","animal",0
"dish","animal",0
"fork","animal",0
"garbage","animal",0
"glass","animal",0
"glasses","animal",0
"hammer","animal",0
"jar","animal",0
"keys","animal",0
"knife","animal",0
"lamp","animal",0
"light","animal",0
"medicine","animal",0
"money","animal",0
"mop","animal",0
"nail","animal",0
"napkin","animal",0
"paper","animal",0
"penny","animal",0
"picture","animal",0
"pillow","animal",0
"plant","animal",1
"plate","animal",0
"purse","animal",0
"radio","animal",0
"scissors","animal",0
"soap","animal",0
"spoon","animal",0
"tape","animal",0
"telephone","animal",0
"tissue","animal",0
"toothbrush","animal",0
"towel","animal",0
"trash","animal",0
"tray","animal",0
"vacuum","animal",0
"walker","animal",0
"watch","animal",0
"basement","animal",0
"bathroom","animal",0
"bathtub","animal",0
"bed","animal",0
"bedroom","animal",0
"bench","animal",0
"chair","animal",0
"closet","animal",0
"couch","animal",0
"crib","animal",0
"door","animal",0
"drawer","animal",0
"dryer","animal",0
"garage","animal",0
"high chair","animal",0
"kitchen","animal",0
"living room","animal",0
"oven","animal",0
"play pen","animal",0
"porch","animal",0
"potty","animal",0
"rocking chair","animal",0
"refrigerator","animal",0
"room","animal",0
"shower","animal",0
"sink","animal",0
"sofa","animal",0
"stairs","animal",0
"stove","animal",0
"table","animal",0
"TV","animal",0
"window","animal",0
"washing machine","animal",0
"backyard","animal",0
"cloud","animal",0
"flag","animal",0
"flower","animal",0
"garden","animal",0
"grass","animal",0
"hose","animal",0
"ladder","animal",0
"lawn mower","animal",0
"moon","animal",0
"pool","animal",0
"rain","animal",0
"rock","animal",0
"roof","animal",0
"sandbox","animal",0
"shovel","animal",0
"sidewalk","animal",0
"sky","animal",0
"slide","animal",0
"snow","animal",0
"snowman","animal",0
"sprinkler","animal",0
"star","animal",0
"stick","animal",0
"stone","animal",0
"street","animal",0
"sun","animal",0
"swing","animal",0
"tree","animal",0
"water","animal",0
"wind","animal",0
"alligator","ant",0
"animal","ant",0
"ant","ant",0
"bear","ant",0
"bee","ant",0
"bird","ant",0
"bug","ant",1
"bunny","ant",0
"butterfly","ant",0
"cat","ant",0
"chicken","ant",0
"cow","ant",0
"deer","ant",0
"dog","ant",0
"donkey","ant",0
"duck","ant",0
"elephant","ant",0
"fish","ant",0
"frog","ant",0
"giraffe","ant",0
"goose","ant",0
"hen","ant",0
"horse","ant",0
"kitty","ant",0
"lamb","ant",0
"lion","ant",0
"monkey","ant",0
"moose","ant",0
"mouse","ant",0
"owl","ant",0
"penguin","ant",0
"pig","ant",0
"pony","ant",0
"puppy","ant",0
"rooster","ant",0
"sheep","ant",0
"squirrel","ant",0
"teddybear","ant",0
"tiger","ant",0
"turkey","ant",0
"turtle","ant",0
"wolf","ant",0
"zebra","ant",0
"airplane","ant",0
"bicycle","ant",0
"boat","ant",0
"bus","ant",0
"car","ant",0
"firetruck","ant",0
"helicopter","ant",0
"motorcycle","ant",0
"sled","ant",0
"stroller","ant",0
"tractor","ant",0
"train","ant",0
"tricycle","ant",0
"truck","ant",0
"ball","ant",0
"balloon","ant",0
"bat","ant",0
"block","ant",0
"book","ant",0
"bubbles","ant",0
"chalk","ant",0
"crayon","ant",0
"doll","ant",0
"game","ant",0
"glue","ant",0
"pen","ant",0
"pencil","ant",0
"play dough","ant",0
"present","ant",0
"puzzle","ant",0
"story","ant",0
"toy","ant",0
"apple","ant",0
"applesauce","ant",0
"banana","ant",0
"beans","ant",0
"bread","ant",0
"butter","ant",0
"cake","ant",0
"candy","ant",0
"carrots","ant",0
"cereal","ant",0
"cheerios","ant",0
"cheese","ant",0
"chicken","ant",0
"chocolate","ant",0
"coffee","ant",0
"coke","ant",0
"cookie","ant",0
"corn","ant",0
"cracker","ant",0
"donut","ant",0
"drink","ant",0
"egg","ant",0
"fish","ant",0
"food","ant",0
"french fries","ant",0
"grapes","ant",0
"green beans","ant",0
"gum","ant",0
"hamburger","ant",0
"ice","ant",0
"ice cream","ant",0
"jello","ant",0
"jelly","ant",0
"juice","ant",0
"lollipop","ant",0
"meat","ant",0
"melon","ant",0
"milk","ant",0
"muffin","ant",0
"noodles","ant",0
"nuts","ant",0
"orange","ant",0
"pancake","ant",0
"peas","ant",0
"peanut butter","ant",0
"pickle","ant",0
"pizza","ant",0
"popcorn","ant",0
"popsicle","ant",0
"potato chip","ant",0
"potato","ant",0
"pretzel","ant",0
"pudding","ant",0
"pumpkin","ant",0
"raisin","ant",0
"salt","ant",0
"sandwich","ant",0
"sauce","ant",0
"soda","ant",0
"soup","ant",0
"spaghetti","ant",0
"strawberry","ant",0
"toast","ant",0
"tuna","ant",0
"vanilla","ant",0
"vitamins","ant",0
"water","ant",0
"yogurt","ant",0
"beads","ant",0
"belt","ant",0
"bib","ant",0
"boots","ant",0
"button","ant",0
"coat","ant",0
"diaper","ant",0
"dress","ant",0
"gloves","ant",0
"hat","ant",0
"jacket","ant",0
"jeans","ant",0
"mittens","ant",0
"necklace","ant",0
"pajamas","ant",0
"pants","ant",0
"scarf","ant",0
"shirt","ant",0
"shoe","ant",0
"shorts","ant",0
"slipper","ant",0
"sneaker","ant",0
"snowsuit","ant",0
"sock","ant",0
"sweater","ant",0
"tights","ant",0
"underpants","ant",0
"zipper","ant",0
"ankle","ant",0
"arm","ant",0
"belly button","ant",0
"buttocks","ant",0
"cheek","ant",0
"chin","ant",0
"ear","ant",0
"eye","ant",0
"face","ant",0
"finger","ant",0
"foot","ant",0
"hair","ant",0
"hand","ant",0
"head","ant",0
"knee","ant",0
"leg","ant",0
"lips","ant",0
"mouth","ant",0
"nose","ant",0
"owie","ant",0
"penis","ant",0
"shoulder","ant",0
"toe","ant",0
"tongue","ant",0
"tooth","ant",0
"tummy","ant",0
"vagina","ant",0
"basket","ant",0
"blanket","ant",0
"bottle","ant",0
"bowl","ant",0
"box","ant",0
"broom","ant",0
"brush","ant",0
"bucket","ant",0
"camera","ant",0
"can","ant",0
"clock","ant",0
"comb","ant",0
"cup","ant",0
"dish","ant",0
"fork","ant",0
"garbage","ant",0
"glass","ant",0
"glasses","ant",0
"hammer","ant",0
"jar","ant",0
"keys","ant",0
"knife","ant",0
"lamp","ant",0
"light","ant",0
"medicine","ant",0
"money","ant",0
"mop","ant",0
"nail","ant",0
"napkin","ant",0
"paper","ant",0
"penny","ant",0
"picture","ant",0
"pillow","ant",0
"plant","ant",0
"plate","ant",0
"purse","ant",0
"radio","ant",0
"scissors","ant",0
"soap","ant",0
"spoon","ant",0
"tape","ant",0
"telephone","ant",0
"tissue","ant",0
"toothbrush","ant",0
"towel","ant",0
"trash","ant",0
"tray","ant",0
"vacuum","ant",0
"walker","ant",0
"watch","ant",0
"basement","ant",0
"bathroom","ant",0
"bathtub","ant",0
"bed","ant",0
"bedroom","ant",0
"bench","ant",0
"chair","ant",0
"closet","ant",0
"couch","ant",0
"crib","ant",0
"door","ant",0
"drawer","ant",0
"dryer","ant",0
"garage","ant",0
"high chair","ant",0
"kitchen","ant",0
"living room","ant",0
"oven","ant",0
"play pen","ant",0
"porch","ant",0
"potty","ant",0
"rocking chair","ant",0
"refrigerator","ant",0
"room","ant",0
"shower","ant",0
"sink","ant",0
"sofa","ant",0
"stairs","ant",0
"stove","ant",0
"table","ant",0
"TV","ant",0
"window","ant",0
"washing machine","ant",0
"backyard","ant",0
"cloud","ant",0
"flag","ant",0
"flower","ant",0
"garden","ant",0
"grass","ant",0
"hose","ant",0
"ladder","ant",0
"lawn mower","ant",0
"moon","ant",0
"pool","ant",0
"rain","ant",0
"rock","ant",0
"roof","ant",0
"sandbox","ant",0
"shovel","ant",0
"sidewalk","ant",0
"sky","ant",0
"slide","ant",0
"snow","ant",0
"snowman","ant",0
"sprinkler","ant",0
"star","ant",0
"stick","ant",0
"stone","ant",0
"street","ant",0
"sun","ant",0
"swing","ant",0
"tree","ant",0
"water","ant",0
"wind","ant",0
"alligator","bear",0
"animal","bear",1
"ant","bear",0
"bear","bear",0
"bee","bear",0
"bird","bear",0
"bug","bear",0
"bunny","bear",0
"butterfly","bear",0
"cat","bear",0
"chicken","bear",0
"cow","bear",0
"deer","bear",0
"dog","bear",0
"donkey","bear",0
"duck","bear",0
"elephant","bear",0
"fish","bear",0
"frog","bear",0
"giraffe","bear",0
"goose","bear",0
"hen","bear",0
"horse","bear",0
"kitty","bear",0
"lamb","bear",0
"lion","bear",1
"monkey","bear",0
"moose","bear",0
"mouse","bear",0
"owl","bear",0
"penguin","bear",0
"pig","bear",0
"pony","bear",0
"puppy","bear",0
"rooster","bear",0
"sheep","bear",0
"squirrel","bear",0
"teddybear","bear",0
"tiger","bear",0
"turkey","bear",0
"turtle","bear",0
"wolf","bear",1
"zebra","bear",0
"airplane","bear",0
"bicycle","bear",0
"boat","bear",0
"bus","bear",0
"car","bear",0
"firetruck","bear",0
"helicopter","bear",0
"motorcycle","bear",0
"sled","bear",0
"stroller","bear",0
"tractor","bear",0
"train","bear",0
"tricycle","bear",0
"truck","bear",0
"ball","bear",0
"balloon","bear",0
"bat","bear",0
"block","bear",0
"book","bear",0
"bubbles","bear",0
"chalk","bear",0
"crayon","bear",0
"doll","bear",0
"game","bear",0
"glue","bear",0
"pen","bear",0
"pencil","bear",0
"play dough","bear",0
"present","bear",0
"puzzle","bear",0
"story","bear",0
"toy","bear",0
"apple","bear",0
"applesauce","bear",0
"banana","bear",0
"beans","bear",0
"bread","bear",0
"butter","bear",0
"cake","bear",0
"candy","bear",0
"carrots","bear",0
"cereal","bear",0
"cheerios","bear",0
"cheese","bear",0
"chicken","bear",0
"chocolate","bear",0
"coffee","bear",0
"coke","bear",0
"cookie","bear",0
"corn","bear",0
"cracker","bear",0
"donut","bear",0
"drink","bear",0
"egg","bear",0
"fish","bear",0
"food","bear",0
"french fries","bear",0
"grapes","bear",0
"green beans","bear",0
"gum","bear",0
"hamburger","bear",0
"ice","bear",0
"ice cream","bear",0
"jello","bear",0
"jelly","bear",0
"juice","bear",0
"lollipop","bear",0
"meat","bear",0
"melon","bear",0
"milk","bear",0
"muffin","bear",0
"noodles","bear",0
"nuts","bear",0
"orange","bear",0
"pancake","bear",0
"peas","bear",0
"peanut butter","bear",0
"pickle","bear",0
"pizza","bear",0
"popcorn","bear",0
"popsicle","bear",0
"potato chip","bear",0
"potato","bear",0
"pretzel","bear",0
"pudding","bear",0
"pumpkin","bear",0
"raisin","bear",0
"salt","bear",0
"sandwich","bear",0
"sauce","bear",0
"soda","bear",0
"soup","bear",0
"spaghetti","bear",0
"strawberry","bear",0
"toast","bear",0
"tuna","bear",0
"vanilla","bear",0
"vitamins","bear",0
"water","bear",0
"yogurt","bear",0
"beads","bear",0
"belt","bear",0
"bib","bear",0
"boots","bear",0
"button","bear",0
"coat","bear",0
"diaper","bear",0
"dress","bear",0
"gloves","bear",0
"hat","bear",0
"jacket","bear",0
"jeans","bear",0
"mittens","bear",0
"necklace","bear",0
"pajamas","bear",0
"pants","bear",0
"scarf","bear",0
"shirt","bear",0
"shoe","bear",0
"shorts","bear",0
"slipper","bear",0
"sneaker","bear",0
"snowsuit","bear",0
"sock","bear",0
"sweater","bear",0
"tights","bear",0
"underpants","bear",0
"zipper","bear",0
"ankle","bear",0
"arm","bear",0
"belly button","bear",0
"buttocks","bear",0
"cheek","bear",0
"chin","bear",0
"ear","bear",0
"eye","bear",0
"face","bear",0
"finger","bear",0
"foot","bear",0
"hair","bear",0
"hand","bear",0
"head","bear",0
"knee","bear",0
"leg","bear",0
"lips","bear",0
"mouth","bear",0
"nose","bear",0
"owie","bear",0
"penis","bear",0
"shoulder","bear",0
"toe","bear",0
"tongue","bear",0
"tooth","bear",0
"tummy","bear",0
"vagina","bear",0
"basket","bear",0
"blanket","bear",0
"bottle","bear",0
"bowl","bear",0
"box","bear",0
"broom","bear",0
"brush","bear",0
"bucket","bear",0
"camera","bear",0
"can","bear",0
"clock","bear",0
"comb","bear",0
"cup","bear",0
"dish","bear",0
"fork","bear",0
"garbage","bear",0
"glass","bear",0
"glasses","bear",0
"hammer","bear",0
"jar","bear",0
"keys","bear",0
"knife","bear",0
"lamp","bear",0
"light","bear",0
"medicine","bear",0
"money","bear",0
"mop","bear",0
"nail","bear",0
"napkin","bear",0
"paper","bear",0
"penny","bear",0
"picture","bear",0
"pillow","bear",0
"plant","bear",0
"plate","bear",0
"purse","bear",0
"radio","bear",0
"scissors","bear",0
"soap","bear",0
"spoon","bear",0
"tape","bear",0
"telephone","bear",0
"tissue","bear",0
"toothbrush","bear",0
"towel","bear",0
"trash","bear",0
"tray","bear",0
"vacuum","bear",0
"walker","bear",0
"watch","bear",0
"basement","bear",0
"bathroom","bear",0
"bathtub","bear",0
"bed","bear",0
"bedroom","bear",0
"bench","bear",0
"chair","bear",0
"closet","bear",0
"couch","bear",0
"crib","bear",0
"door","bear",0
"drawer","bear",0
"dryer","bear",0
"garage","bear",0
"high chair","bear",0
"kitchen","bear",0
"living room","bear",0
"oven","bear",0
"play pen","bear",0
"porch","bear",0
"potty","bear",0
"rocking chair","bear",0
"refrigerator","bear",0
"room","bear",0
"shower","bear",0
"sink","bear",0
"sofa","bear",0
"stairs","bear",0
"stove","bear",0
"table","bear",0
"TV","bear",0
"window","bear",0
"washing machine","bear",0
"backyard","bear",0
"cloud","bear",0
"flag","bear",0
"flower","bear",0
"garden","bear",0
"grass","bear",0
"hose","bear",0
"ladder","bear",0
"lawn mower","bear",0
"moon","bear",0
"pool","bear",0
"rain","bear",0
"rock","bear",0
"roof","bear",0
"sandbox","bear",0
"shovel","bear",0
"sidewalk","bear",0
"sky","bear",0
"slide","bear",0
"snow","bear",0
"snowman","bear",0
"sprinkler","bear",0
"star","bear",0
"stick","bear",0
"stone","bear",0
"street","bear",0
"sun","bear",0
"swing","bear",0
"tree","bear",0
"water","bear",0
"wind","bear",0
"alligator","bee",0
"animal","bee",0
"ant","bee",1
"bear","bee",0
"bee","bee",0
"bird","bee",0
"bug","bee",0
"bunny","bee",0
"butterfly","bee",0
"cat","bee",0
"chicken","bee",0
"cow","bee",0
"deer","bee",0
"dog","bee",0
"donkey","bee",0
"duck","bee",0
"elephant","bee",0
"fish","bee",0
"frog","bee",0
"giraffe","bee",0
"goose","bee",0
"hen","bee",0
"horse","bee",0
"kitty","bee",0
"lamb","bee",0
"lion","bee",0
"monkey","bee",0
"moose","bee",0
"mouse","bee",0
"owl","bee",0
"penguin","bee",0
"pig","bee",0
"pony","bee",0
"puppy","bee",0
"rooster","bee",0
"sheep","bee",0
"squirrel","bee",0
"teddybear","bee",0
"tiger","bee",0
"turkey","bee",0
"turtle","bee",0
"wolf","bee",0
"zebra","bee",0
"airplane","bee",0
"bicycle","bee",0
"boat","bee",0
"bus","bee",0
"car","bee",0
"firetruck","bee",0
"helicopter","bee",0
"motorcycle","bee",0
"sled","bee",0
"stroller","bee",0
"tractor","bee",0
"train","bee",0
"tricycle","bee",0
"truck","bee",0
"ball","bee",0
"balloon","bee",0
"bat","bee",0
"block","bee",0
"book","bee",0
"bubbles","bee",0
"chalk","bee",0
"crayon","bee",0
"doll","bee",0
"game","bee",0
"glue","bee",0
"pen","bee",0
"pencil","bee",0
"play dough","bee",0
"present","bee",0
"puzzle","bee",0
"story","bee",0
"toy","bee",0
"apple","bee",0
"applesauce","bee",0
"banana","bee",0
"beans","bee",0
"bread","bee",0
"butter","bee",0
"cake","bee",0
"candy","bee",0
"carrots","bee",0
"cereal","bee",0
"cheerios","bee",0
"cheese","bee",0
"chicken","bee",0
"chocolate","bee",0
"coffee","bee",0
"coke","bee",0
"cookie","bee",0
"corn","bee",0
"cracker","bee",0
"donut","bee",0
"drink","bee",0
"egg","bee",0
"fish","bee",0
"food","bee",0
"french fries","bee",0
"grapes","bee",0
"green beans","bee",0
"gum","bee",0
"hamburger","bee",0
"ice","bee",0
"ice cream","bee",0
"jello","bee",0
"jelly","bee",0
"juice","bee",0
"lollipop","bee",0
"meat","bee",0
"melon","bee",0
"milk","bee",0
"muffin","bee",0
"noodles","bee",0
"nuts","bee",0
"orange","bee",0
"pancake","bee",0
"peas","bee",0
"peanut butter","bee",0
"pickle","bee",0
"pizza","bee",0
"popcorn","bee",0
"popsicle","bee",0
"potato chip","bee",0
"potato","bee",0
"pretzel","bee",0
"pudding","bee",0
"pumpkin","bee",0
"raisin","bee",0
"salt","bee",0
"sandwich","bee",0
"sauce","bee",0
"soda","bee",0
"soup","bee",0
"spaghetti","bee",0
"strawberry","bee",0
"toast","bee",0
"tuna","bee",0
"vanilla","bee",0
"vitamins","bee",0
"water","bee",0
"yogurt","bee",0
"beads","bee",0
"belt","bee",0
"bib","bee",0
"boots","bee",0
"button","bee",0
"coat","bee",0
"diaper","bee",0
"dress","bee",0
"gloves","bee",0
"hat","bee",0
"jacket","bee",0
"jeans","bee",0
"mittens","bee",0
"necklace","bee",0
"pajamas","bee",0
"pants","bee",0
"scarf","bee",0
"shirt","bee",0
"shoe","bee",0
"shorts","bee",0
"slipper","bee",0
"sneaker","bee",0
"snowsuit","bee",0
"sock","bee",0
"sweater","bee",0
"tights","bee",0
"underpants","bee",0
"zipper","bee",0
"ankle","bee",0
"arm","bee",0
"belly button","bee",0
"buttocks","bee",0
"cheek","bee",0
"chin","bee",0
"ear","bee",0
"eye","bee",0
